springAngle[degree], load[N]
1, 4.21681
1, 4.21305
1, 4.2111
2, 9.20671
3, 18.2132
4, 21.2819
4, 23.4351
6, 23.7492
7, 24.1487
8, 24.3477
9, 24.7667
10, 24.8758
11, 25.1651
12, 25.443
13, 25.6621
13, 25.7306
14, 26.044
15, 26.174
17, 26.639
17, 26.7136
19, 26.8493
19, 27.252
21, 27.2393
21, 27.6313
23, 27.7237
23, 28.0289
25, 27.9874
25, 28.4864
27, 28.3561
27, 28.5365
29, 28.6199
29, 28.8813
31, 28.894
31, 29.1809
33, 29.2431
33, 29.4919
35, 29.4413
35, 29.8177
37, 29.7461
37, 29.9393
38, 29.9803
40, 30.1674
40, 30.5648
42, 30.4346
42, 30.9809
44, 30.735
44, 30.9177
46, 30.8867
46, 31.304
47, 31.1016
48, 31.4969
49, 31.6597
51, 31.7125
51, 31.9457
52, 31.9083
53, 32.1194
54, 32.2706
56, 32.8076
57, 32.751
57, 33.3239
58, 33.0741
59, 33.2411
60, 33.272
62, 33.6868
62, 34.1805
63, 33.984
64, 34.3555
65, 34.0346
66, 34.923
67, 34.8118
68, 35.3182
69, 35.207
70, 35.4962
71, 35.7086
72, 37.038
73, 37.2005
74, 36.416
75, 37.8511
76, 38.25
77, 38.7049
78, 38.7835
79, 39.0268
80, 39.3103
81, 39.3021
82, 39.7212
83, 40.1076
84, 40.4399
85, 40.5332
86, 40.7977
87, 41.1821
88, 41.2636
89, 41.7129
90, 41.9144
91, 41.9354
92, 42.5277
93, 42.6796
94, 43.1124
95, 43.3424
96, 43.3841
97, 42.2181
98, 43.7668
99, 44.2988
100, 42.7362
101, 44.4292
102, 44.8608
103, 44.9439
104, 43.5582
105, 43.5608
106, 45.1717
107, 43.9474
108, 45.614
109, 44.0907
110, 45.9521
111, 46.351
112, 46.5294
113, 46.5568
114, 46.8908
115, 46.9351
116, 45.1751
117, 45.1699
118, 47.0317
119, 45.5986
120, 47.4021
121, 45.8948
122, 47.6837
123, 45.7462
124, 47.9646
125, 45.956
126, 48.1124
127, 46.214
128, 46.9448
129, 48.5503
130, 48.7675
131, 47.273
132, 49.0044
133, 47.4053
134, 49.1812
135, 46.861
136, 49.3518
137, 49.7591
138, 48.2156
139, 49.8979
140, 50.1274
141, 48.3722
142, 50.415
143, 50.7461
144, 50.9895
145, 50.3924
146, 51.0941
147, 51.3991
148, 51.761
149, 51.932
150, 52.001
151, 52.4335
152, 52.5383
153, 52.928
154, 53.1104
155, 53.3959
156, 53.7335
157, 53.855
158, 54.336
159, 54.5875
160, 54.8783
161, 55.2918
162, 55.4877
163, 55.9997
164, 56.2919
165, 56.6475
166, 56.9894
167, 57.1516
168, 57.703
169, 57.9154
170, 58.2893
171, 58.6252
172, 58.734
173, 59.2043
174, 59.333
175, 59.7232
176, 59.9245
177, 59.9824
178, 60.5105
179, 60.5891
180, 60.9934
181, 61.1484
182, 61.339
183, 61.6107
184, 61.6463
185, 61.959
186, 62.0764
187, 62.1861
188, 60.2059
189, 62.4633
190, 62.8496
191, 62.7377
192, 63.1188
193, 63.1824
194, 63.2836
195, 63.563
196, 63.6578
197, 63.8345
198, 63.8607
199, 63.9685
200, 64.2161
201, 64.3282
202, 62.5727
203, 64.4169
204, 64.6432
205, 64.8776
206, 65.009
207, 65.2019
208, 65.2915
209, 65.386
210, 65.5665
211, 65.7015
212, 65.8842
213, 65.9741
214, 66.0486
215, 66.0809
216, 66.3972
217, 66.659
218, 66.8225
219, 66.9557
220, 67.2585
221, 67.1702
222, 67.6515
223, 67.6399
224, 67.9203
225, 68.0767
226, 68.2766
227, 68.666
228, 68.7679
229, 69.081
230, 69.386
231, 69.7217
232, 69.9756
233, 70.0351
234, 70.3393
235, 70.9054
236, 70.9965
237, 71.3719
238, 71.7966
239, 71.4146
239, 72.0546
241, 72.1786
242, 72.8541
243, 72.6821
243, 73.2854
244, 73.4828
246, 73.8445
246, 73.2289
247, 73.9958
249, 74.5199
249, 73.939
251, 74.929
251, 74.1478
253, 75.7131
253, 76.114
255, 75.9806
255, 75.522
257, 76.411
257, 75.3039
259, 76.7707
259, 75.5431
261, 77.0924
261, 76.2389
263, 73.3559
263, 75.9861
265, 77.4194
265, 76.5481
266, 78.4248
268, 78.3572
268, 77.8989
270, 78.5501
270, 78.3034
272, 76.039
272, 75.8301
274, 79.3058
274, 78.0786
276, 79.4179
276, 78.0099
278, 79.5606
278, 78.4168
280, 76.9464
280, 76.5572
281, 80.1306
282, 80.6852
284, 80.7267
284, 79.2879
286, 80.625
286, 79.3931
288, 80.8516
288, 80.0563
290, 81.0126
290, 80.9251
292, 81.4852
292, 80.4843
294, 81.6442
294, 80.5378
296, 81.8894
296, 80.7375
298, 82.2162
298, 81.4636
298, 80.7765
296, 77.6161
296, 79.9128
294, 79.1439
294, 80.5613
292, 79.25
292, 80.7012
290, 80.3546
290, 80.8569
289, 80.0208
288, 77.6116
287, 79.4519
286, 76.888
285, 78.8241
284, 76.6068
283, 78.2976
282, 76.559
280, 79.2293
280, 76.5929
279, 79.2716
278, 76.4056
277, 79.415
276, 76.7296
275, 78.8314
274, 75.7013
273, 77.4114
272, 77.4714
271, 76.195
270, 77.3832
269, 75.4428
268, 76.0214
267, 75.0305
266, 74.6739
265, 77.8118
264, 74.7223
263, 74.4372
262, 77.4751
261, 74.9027
260, 77.5484
259, 74.072
258, 73.8863
257, 73.5991
256, 73.8628
255, 73.5084
254, 73.2365
253, 73.0118
252, 72.9154
251, 72.6716
250, 72.5098
249, 72.3377
248, 72.1102
247, 71.8551
246, 71.6686
245, 71.4892
244, 71.1538
243, 70.9205
242, 70.6894
241, 70.3671
240, 70.1881
239, 69.8957
238, 69.5666
237, 69.3869
236, 69.1761
235, 68.9424
234, 68.6527
233, 68.4947
232, 68.1927
231, 67.8643
230, 67.8123
229, 67.622
228, 67.3635
227, 67.0536
226, 66.9726
225, 66.978
224, 66.595
223, 66.1347
222, 65.9595
221, 65.8741
220, 65.9328
219, 65.6376
218, 65.3455
217, 65.0859
216, 65.0992
215, 64.9159
214, 64.8891
213, 64.7121
212, 66.6022
211, 67.5833
210, 64.2284
209, 63.9167
208, 64.1084
207, 63.9192
206, 63.8338
205, 63.4862
204, 63.3046
203, 63.3442
202, 63.2072
201, 63.2969
200, 63.3504
199, 63.053
198, 62.8339
197, 62.5686
196, 62.6187
195, 62.5783
194, 62.8215
193, 62.9973
192, 62.598
191, 62.3638
190, 61.9947
189, 62.0016
188, 62.2693
187, 62.0992
186, 62.2446
185, 61.6639
184, 61.2598
183, 61.3718
182, 61.3484
181, 61.6684
180, 61.022
179, 60.4805
178, 60.7845
177, 60.4671
176, 60.5456
175, 59.785
174, 59.7667
173, 60.1234
172, 59.1504
171, 58.9837
170, 58.7911
169, 58.739
168, 58.4128
167, 58.1996
166, 58.2659
165, 57.4086
164, 57.6345
163, 56.7696
162, 56.5268
161, 57.0734
160, 55.8181
159, 56.5249
158, 55.481
158, 54.9659
156, 55.9606
155, 54.4053
154, 54.1118
153, 54.0706
152, 54.0742
151, 54.2103
150, 53.4215
149, 53.9092
149, 52.8845
147, 53.6363
146, 52.4243
146, 51.8091
144, 53.1261
143, 51.8773
143, 52.7044
142, 52.2253
141, 52.3944
139, 51.3901
139, 51.05
137, 50.9596
137, 50.7211
135, 50.678
134, 51.2315
134, 50.3511
132, 50.7992
131, 49.8715
130, 50.2676
130, 50.361
129, 50.5024
127, 50.0599
127, 49.2624
125, 49.721
125, 49.6444
123, 49.4098
123, 49.4637
121, 49.4929
121, 49.0289
119, 48.9219
119, 48.4803
117, 48.7061
117, 48.0952
116, 49.0222
115, 48.5358
113, 48.2164
113, 48.0654
111, 47.8212
111, 47.5804
109, 47.7366
109, 47.1777
107, 47.2335
107, 47.0404
105, 47.1222
105, 46.5456
103, 46.6813
103, 46.5767
101, 46.4536
101, 45.9982
99, 45.9291
99, 45.5328
97, 45.4955
97, 45.0436
95, 45.1255
95, 44.4891
93, 44.6788
93, 44.3245
91, 44.164
91, 43.6578
89, 43.601
89, 42.9125
87, 42.8076
87, 42.2373
85, 42.1481
85, 41.4072
83, 41.6211
83, 40.3851
82, 41.0849
81, 40.5451
80, 40.2657
79, 39.9975
78, 39.4116
77, 39.285
76, 38.9191
75, 38.5878
74, 38.3814
73, 37.842
71, 37.7728
71, 37.4177
69, 37.1971
69, 36.918
67, 37.0282
67, 36.3142
66, 36.1332
64, 36.0584
64, 35.8781
62, 35.6041
62, 35.3948
60, 35.4489
60, 34.8138
58, 34.8596
57, 35.2055
57, 34.4744
55, 34.6223
54, 34.5266
53, 34.1474
53, 34.4436
52, 33.8664
51, 34.0653
50, 33.6934
49, 33.2924
47, 33.4999
47, 33.1942
46, 33.3698
45, 32.9816
44, 32.6189
43, 32.7304
41, 32.3684
41, 31.9226
39, 32.2093
39, 31.9446
37, 32.0444
37, 31.9541
35, 31.5172
35, 31.2012
33, 31.1727
33, 30.8579
31, 30.8582
31, 30.3219
30, 30.6935
28, 30.4247
28, 30.2453
26, 30.022
26, 29.6116
24, 29.9122
24, 29.9122
22, 29.6349
21, 28.828
21, 29.47
20, 28.8136
19, 28.6494
18, 28.3531
17, 27.9939
16, 27.8746
15, 27.511
14, 27.4739
13, 27.347
12, 26.7589
11, 26.9494
10, 26.348
9, 26.1482
8, 24.8869
7, 21.8871
6, 20.4044
5, 15.6453
4, 12.0254
4, 7.54252
4, 6.29119
4, 2.02276
4, 1.338
4, 1.08814
4, 1.10719
4, 1.09052
4, 1.08829
4, 1.08105
4, 1.02162
4, 0.024
4, -0.142048
4, -0.108095
4, -0.132095
4, 0.0327143
8, 23.8833
9, 25.0258
9, 24.8477
11, 25.6103
12, 25.8913
13, 26.2019
14, 26.5774
15, 26.739
16, 26.9587
17, 27.2137
18, 27.4027
19, 27.708
20, 27.7556
21, 28.1894
22, 28.2411
23, 28.3352
24, 28.5702
25, 28.744
26, 28.9819
27, 29.0696
28, 29.1505
29, 29.4354
30, 29.6649
30, 29.9024
31, 29.7371
33, 29.9183
33, 30.2624
35, 30.3297
35, 30.6653
37, 30.4767
37, 30.6661
39, 30.8778
39, 31.01
41, 31.1555
41, 31.2711
43, 31.3197
43, 31.6251
44, 31.59
46, 31.638
46, 31.893
47, 32.0721
49, 32.156
50, 32.2692
51, 32.5434
51, 32.5923
53, 32.6241
54, 32.8534
55, 32.9547
56, 33.2308
56, 33.2546
58, 33.3646
58, 33.568
60, 33.701
60, 34.0364
62, 33.9914
62, 34.3094
63, 34.4004
64, 34.6076
65, 34.726
66, 34.9299
67, 35.202
68, 35.3707
69, 35.5597
70, 35.7306
71, 36.0643
72, 36.0792
73, 36.5208
74, 36.6172
76, 36.9986
77, 36.9986
78, 36.9986
79, 36.9986
80, 36.9986
81, 36.9986
82, 36.9986
82, 36.9986
83, 36.9986
85, 36.9986
85, 40.8664
87, 40.6044
87, 41.1459
89, 41.1416
90, 41.613
90, 41.7635
92, 41.9622
92, 42.3438
93, 42.631
94, 42.6003
96, 42.867
96, 43.8488
97, 43.9844
98, 43.4365
99, 43.5976
100, 44.6616
101, 43.9346
102, 43.8134
103, 44.4691
104, 44.27
105, 44.5633
107, 44.5822
108, 45.6322
109, 45.2463
109, 45.0567
110, 45.221
111, 45.1989
112, 45.4762
113, 46.0081
114, 45.816
115, 45.8912
116, 45.8485
117, 45.5604
118, 46.1304
119, 46.2547
120, 47.0298
121, 46.9414
122, 46.6481
123, 46.6009
124, 46.8189
125, 47.1985
126, 47.258
127, 47.0653
128, 47.6598
129, 46.928
130, 46.661
131, 47.016
132, 47.5007
133, 47.861
134, 47.7459
135, 47.5859
136, 47.736
137, 47.7303
138, 48.2636
139, 48.37
140, 48.2581
141, 48.4378
142, 48.6749
143, 49.2799
144, 49.26
145, 48.9854
146, 49.5593
147, 49.6759
148, 50.7667
149, 50.0011
150, 51.9839
151, 52.4398
152, 52.765
153, 53.006
154, 53.2588
155, 53.454
156, 53.7256
157, 53.9558
158, 54.221
159, 54.5244
160, 54.7636
161, 55.0965
162, 55.3602
163, 55.6384
164, 55.9571
165, 56.2163
166, 56.5713
167, 56.88
168, 57.1995
169, 57.5253
170, 57.7876
171, 58.1174
172, 58.399
173, 58.6854
174, 58.9777
175, 59.2002
176, 59.4717
177, 59.7055
178, 59.9351
179, 60.1604
180, 60.3751
181, 60.4569
182, 60.7261
183, 60.9008
184, 60.2497
185, 60.8629
186, 61.5041
187, 61.7249
188, 61.842
189, 62.0868
190, 62.0835
191, 62.3878
192, 62.3454
193, 60.9955
194, 62.5868
195, 62.9371
196, 63.0227
197, 63.1749
198, 61.865
199, 63.3698
200, 63.5403
201, 63.6867
202, 63.7907
203, 63.9854
204, 64.0453
205, 64.1479
206, 64.3378
207, 64.3062
208, 63.2668
209, 63.7896
210, 62.8482
211, 64.7939
212, 64.9143
213, 64.9478
214, 65.2893
215, 65.1469
216, 62.9454
217, 65.186
218, 65.9443
219, 66.0889
220, 65.9142
221, 66.3129
222, 66.5191
223, 66.7839
224, 66.9318
225, 67.1419
226, 67.2916
227, 67.4955
228, 67.7132
229, 67.8735
230, 68.0608
231, 68.3355
232, 68.5821
233, 68.7622
234, 69.0278
235, 69.268
236, 69.2327
237, 69.8461
238, 70.111
239, 70.3936
240, 70.7097
240, 70.5983
242, 71.3634
242, 71.4626
244, 71.9898
245, 72.1785
246, 72.3521
247, 72.8296
247, 72.6417
249, 73.4507
249, 73.2464
251, 73.8917
251, 74.1064
253, 74.6356
254, 74.703
254, 74.5584
256, 75.2694
256, 75.25
258, 75.7864
259, 75.7139
259, 75.9126
261, 76.4547
262, 76.4088
262, 76.293
264, 76.9769
264, 77.0094
266, 77.4495
266, 77.2932
268, 77.777
268, 77.431
270, 78.0259
271, 77.7607
271, 77.6438
273, 78.3241
273, 78.0349
275, 78.5915
275, 78.2602
276, 78.7731
278, 79.0175
278, 78.7769
280, 79.3113
280, 78.9668
282, 79.5706
283, 79.324
283, 79.1229
285, 79.8791
285, 79.5263
287, 80.069
287, 79.7568
289, 80.265
289, 79.9219
291, 80.5387
291, 80.2004
293, 80.7438
293, 80.3583
295, 80.9268
295, 80.6803
296, 81.2795
297, 81.4381
298, 81.642
298, 81.2765
296, 78.5109
296, 78.4033
294, 78.5251
294, 78.7614
292, 78.7139
292, 79.2783
291, 79.4186
290, 77.6331
289, 79.4368
288, 77.8605
287, 78.7202
286, 77.028
285, 77.9806
284, 76.775
283, 77.5898
282, 76.562
281, 77.6319
280, 76.6192
279, 78.0854
277, 76.4918
277, 77.8727
276, 77.4363
275, 76.3195
274, 75.7847
273, 76.5463
272, 75.9371
271, 76.1402
270, 77.4839
269, 75.7706
268, 75.747
267, 76.9925
266, 75.662
265, 74.9865
264, 75.3767
263, 75.1141
262, 76.2937
261, 74.9834
260, 74.0745
259, 73.9459
258, 73.8087
257, 73.6335
256, 73.5053
255, 73.3845
254, 73.2335
253, 73.1036
252, 72.9212
251, 72.7289
250, 72.5168
249, 72.354
248, 72.1038
247, 71.875
246, 71.67
245, 71.3798
244, 71.1833
243, 70.9109
242, 70.5961
241, 70.366
240, 70.1206
239, 69.8584
238, 69.5764
237, 69.3536
236, 69.1304
235, 68.8496
234, 68.6562
233, 68.3884
232, 68.1265
231, 67.9651
230, 67.7797
229, 67.5553
228, 67.268
227, 67.0821
226, 66.9047
225, 66.7049
224, 66.5124
223, 66.3166
222, 66.2227
221, 66.114
220, 65.9131
219, 65.7167
218, 65.5064
217, 65.3837
216, 65.251
215, 65.1268
214, 64.9593
213, 64.791
212, 64.6531
211, 64.5464
210, 64.5164
209, 64.4415
208, 64.3352
207, 64.1828
206, 63.9502
205, 63.797
regression coefficients_displacement_force for polynomial of 1 degree:
21.71	0.205795	
regression coefficients_displacement_force for polynomial of 1 degree:
-97.5354	4.71248	
